"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Prijedor","Kamičani",4473,3889,494,9,4,77,0.869438855354348,0.110440420299575,0.00201207243460765,0.000894254415381176,0.0172143974960876,0.0397448086509156,0.231577806756579,0.439361605085984
"Prijedor","Kevljani",1947,1893,36,2,3,13,0.972265023112481,0.0184899845916795,0.00102722136620442,0.00154083204930663,0.00667693888032871,0.0173000542015052,0.0543108344419357,0.106404480725384
"Prijedor","Kozarac",8038,7274,400,92,143,129,0.904951480467778,0.0497636227917392,0.0114456332421,0.0177904951480468,0.0160487683503359,0.0714215899700559,0.17788133264233,0.323543011438454
"Prijedor","Kozaruša",3832,2971,544,40,87,190,0.775313152400835,0.1419624217119,0.0104384133611691,0.0227035490605428,0.0495824634655532,0.0340492078583297,0.375653354239216,0.621208125335599
"Prijedor","Lamovita",2958,2,2920,2,17,17,0.000676132521974307,0.987153482082488,0.000676132521974307,0.00574712643678161,0.00574712643678161,0.0262832872768631,0.0254610295774834,0.0503406597589292
"Prijedor","Ljeskare",783,22,295,419,30,17,0.0280970625798212,0.376756066411239,0.535121328224777,0.0383141762452107,0.0217113665389527,0.00695734074975787,0.568971226037329,0.896907375563762
"Prijedor","Ljubija",1309,103,43,1023,106,34,0.0786860198624904,0.0328495034377387,0.781512605042017,0.080977845683728,0.025974025974026,0.0116311098868877,0.374735407045657,0.587501076914835
"Prijedor","Marićka",2646,0,2592,8,3,43,0,0.979591836734694,0.00302343159486017,0.00113378684807256,0.0162509448223734,0.0235110135681473,0.0401253135839034,0.0794155033158918
"Prijedor","Miska Glava",1014,1,732,233,43,5,0.000986193293885602,0.72189349112426,0.229783037475345,0.0424063116370809,0.00493096646942801,0.00900988955332628,0.424245960886835,0.749378200886848
"Prijedor","Omarska",4667,24,4489,20,84,50,0.00514248982215556,0.961859867152346,0.00428540818512963,0.0179987143775445,0.0107135204628241,0.0414685942262069,0.0743420527968347,0.143050170817532
"Prijedor","Orlovača",1105,184,744,39,70,68,0.166515837104072,0.673303167420815,0.0352941176470588,0.0633484162895928,0.0615384615384615,0.00981846938503505,0.509889641899224,0.71891486021545
"Prijedor","Petrov Gaj",1051,9,1020,2,16,4,0.00856327307326356,0.970504281636537,0.00190294957183635,0.0152235965746908,0.00380589914367269,0.00933865278160348,0.0577982457013889,0.11240144093051
"Prijedor","Prijedor 1",14675,4717,6215,845,2401,497,0.321431005110733,0.42350936967632,0.0575809199318569,0.163611584327087,0.0338671209540034,0.130394604728859,0.686090628001939,0.800518572964631
"Prijedor","Prijedor 2",9366,2312,4911,482,1289,372,0.246850309630579,0.52434336963485,0.0514627375613923,0.137625453768952,0.0397181294042281,0.0832215242174102,0.640962246669465,0.788117503834895
"Prijedor","Prijedor 3",1099,968,35,25,57,14,0.880800727934486,0.0318471337579618,0.0227479526842584,0.0518653321201092,0.0127388535031847,0.00976515642909821,0.219806077325652,0.386697282811623
"Prijedor","Rakelići",2353,21,2205,16,74,37,0.00892477688057799,0.937101572460688,0.00679983000424989,0.0314492137696558,0.0157246068848279,0.0209075642198982,0.120478437252838,0.226244119960292
"Prijedor","Rakovčani",1429,1406,0,15,5,3,0.983904828551435,0,0.0104968509447166,0.00349895031490553,0.00209937018894332,0.0126973690056245,0.0318044544649202,0.0628274284133259
"Prijedor","Rasavci",1621,302,1183,89,39,8,0.186304750154226,0.729796421961752,0.0549043800123381,0.0240592227020358,0.00493522516964837,0.0144033835956035,0.429070028972755,0.702368990689193
"Prijedor","Rizvanovići",1571,1551,3,1,10,6,0.987269255251432,0.00190961171228517,0.00063653723742839,0.0063653723742839,0.00381922342457034,0.0139591089627964,0.025240261405706,0.0498699988299647
"Prijedor","Trnopolje",3361,2446,469,42,43,361,0.727759595358524,0.139541803034811,0.0124962808687891,0.012793811365665,0.107408509372211,0.0298641408172876,0.439037630039019,0.686223217166742
"Prijedor","Tukovi",2030,707,984,151,122,66,0.348275862068965,0.484729064039409,0.074384236453202,0.0600985221674877,0.032512315270936,0.0180375500919648,0.633539760731879,0.838638810905887
"Prijedor","Veliko Palančište",1372,487,794,42,28,21,0.354956268221574,0.578717201166181,0.0306122448979592,0.0204081632653061,0.0153061224489796,0.0121908959242245,0.537504568674617,0.895648219253362
"Prijedor","Zecovi",887,701,152,21,10,3,0.790304396843292,0.171364148816234,0.0236753100338219,0.0112739571589628,0.00338218714768884,0.00788143198599646,0.345354227225526,0.623958662049135
"Prijedor","Ćela",2775,1691,949,53,53,29,0.609369369369369,0.341981981981982,0.0190990990990991,0.0190990990990991,0.0104504504504505,0.0246572421207894,0.510878532586641,0.89133308726696
"Prijedor","Čarakovo",2412,2324,45,20,9,14,0.963515754560531,0.0186567164179104,0.00829187396351575,0.00373134328358209,0.00580431177446103,0.0214318082866105,0.0711729495144507,0.137310955939235
"Prijedor","Čejreci",739,714,7,1,16,1,0.96617050067659,0.0094722598105548,0.0013531799729364,0.0216508795669824,0.0013531799729364,0.0065663790728877,0.0659524171383267,0.128521950006078
"Prijedor","Čirkin Polje",3341,66,2502,175,285,313,0.0197545645016462,0.748877581562406,0.0523795270876983,0.0853038012571087,0.0936845255911404,0.0296864309641648,0.419994981312511,0.633707461571423
"Prijedor","Šurkovac",862,0,10,812,25,15,0,0.0116009280742459,0.94199535962877,0.0290023201856148,0.0174013921113689,0.00765929466959296,0.111366217882117,0.210872086954633
"Prnjavor","Babanovci",1097,443,276,147,112,119,0.403828623518687,0.251595259799453,0.134001823154057,0.102096627164995,0.108477666362808,0.0233131441929657,0.733474654086848,0.719988028115264
"Prnjavor","Donja Mravica",448,0,400,8,0,40,0,0.892857142857143,0.0178571428571429,0,0.0892857142857143,0.00952077356285198,0.194515306122449,0.371947886297376
"Prnjavor","Donji Galjipovci",765,0,680,1,10,74,0,0.888888888888889,0.00130718954248366,0.0130718954248366,0.0967320261437909,0.0162575709276379,0.200346875133496,0.385655190437062
"Prnjavor","Donji Vijačani",1700,0,1637,30,22,11,0,0.962941176470588,0.0176470588235294,0.0129411764705882,0.00647058823529412,0.0361279353947508,0.0722235294117648,0.139503332383473
"Prnjavor","Drenova",864,0,540,280,15,29,0,0.625,0.324074074074074,0.0173611111111111,0.0335648148148148,0.0183614918712145,0.502922989540466,0.875431125328647
"Prnjavor","Galjipovci",948,854,62,5,16,11,0.90084388185654,0.0654008438818565,0.00527426160337553,0.0168776371308017,0.0116033755274262,0.0201466369142493,0.183755719346971,0.339621882515041
"Prnjavor","Gornja Mravica",1180,91,1004,13,5,67,0.0771186440677966,0.850847457627119,0.0110169491525424,0.00423728813559322,0.0567796610169492,0.0250770375092976,0.26674806090204,0.466580516995408
"Prnjavor","Gornji Vijačani",1074,0,1046,2,22,4,0,0.973929236499069,0.00186219739292365,0.0204841713221601,0.0037243947858473,0.0228243544788014,0.051024902121934,0.100629603392038
"Prnjavor","Grabik Ilova",839,0,815,1,1,22,0,0.971394517282479,0.00119189511323004,0.00119189511323004,0.0262216924910608,0.0178301987036447,0.0557022734085217,0.110658912435284
"Prnjavor","Hrvaćani",1286,0,1044,13,77,152,0,0.811819595645412,0.0101088646967341,0.0598755832037325,0.118195956454121,0.0273297205397939,0.323291385394571,0.559244518892916
"Prnjavor","Kokori",1345,1,1323,3,15,3,0.000743494423791822,0.98364312267658,0.00223048327137546,0.0111524163568773,0.00223048327137546,0.0285835724152587,0.0323113279252636,0.0638385131056805
"Prnjavor","Konjuhovci",1800,969,439,46,70,276,0.538333333333333,0.243888888888889,0.0255555555555556,0.0388888888888889,0.153333333333333,0.0382531080650303,0.625038888888889,0.803052510288066
"Prnjavor","Kremna",1561,7,1347,30,71,106,0.00448430493273543,0.862908392056374,0.0192184497117233,0.045483664317745,0.0679051889814222,0.0331739453830624,0.248319770708259,0.434939355119413
"Prnjavor","Kulaši",2185,5,1295,788,56,41,0.0022883295194508,0.592677345537757,0.360640732265446,0.025629290617849,0.0187643020594966,0.0464350228456062,0.517657630296017,0.90890278718605
"Prnjavor","Lišnja",2273,2134,102,1,8,28,0.938847338319402,0.0448746150461945,0.00043994720633524,0.00351957765068192,0.0123185217773867,0.0483051747954521,0.116387617295867,0.223951338833015
"Prnjavor","Mačino Brdo",266,1,133,16,8,108,0.0037593984962406,0.5,0.0601503759398496,0.0300751879699248,0.406015037593985,0.00565295930294336,0.58061507151337,0.908836764872779
"Prnjavor","Naseobina Lišnja",1779,178,1348,6,72,175,0.100056211354694,0.757729061270377,0.00337268128161889,0.0404721753794266,0.0983698707138842,0.0378068218042716,0.404509420852422,0.633672028875366
"Prnjavor","Okolica",529,12,345,15,30,127,0.0226843100189036,0.652173913043478,0.0283553875236295,0.056710775047259,0.24007561436673,0.0112421634257783,0.512498168602885,0.784232963940251
"Prnjavor","Orašje",531,0,520,0,2,9,0,0.979284369114878,0,0.00376647834274953,0.0169491525423729,0.0112846668791839,0.0407006642762651,0.0806511346472427
"Prnjavor","Palačkovci",1803,4,1755,6,22,16,0.00221852468108708,0.973377703826955,0.00332778702163062,0.0122018857459789,0.00887409872434831,0.0383168632451387,0.0522922140304153,0.10185895879048
"Prnjavor","Pečeneg Ilova",1287,0,1274,3,1,9,0,0.98989898989899,0.00233100233100233,0.000777000777000777,0.00699300699300699,0.0273509722664967,0.0200450503480806,0.0398102569683899
"Prnjavor","Potočani",1746,52,1613,8,11,62,0.0297823596792669,0.923825887743414,0.00458190148911798,0.00630011454753723,0.0355097365406644,0.0371055148230794,0.144337113533273,0.268592793855523
"Prnjavor","Prnjavor",8104,2345,3891,219,926,723,0.28936327739388,0.480133267522211,0.0270236920039487,0.11426456071076,0.0892152023692004,0.172223993199447,0.663994917016593,0.795482091267996
"Prnjavor","Smrtići",2208,0,2174,9,6,19,0,0.984601449275362,0.00407608695652174,0.00271739130434783,0.00860507246376812,0.0469238125597705,0.0304619401123714,0.0601011689248812
"Prnjavor","Velika Ilova",2432,0,2354,9,1,68,0,0.967927631578947,0.00370065789473684,0.000411184210526316,0.0279605263157895,0.0516841993411965,0.0623204450528048,0.123287322170482
"Prnjavor","Vršani",1584,46,1509,3,18,8,0.029040404040404,0.952651515151515,0.00189393939393939,0.0113636363636364,0.00505050505050505,0.0336627350972266,0.0914535187735945,0.175785416724639
"Prnjavor","Čorle",632,0,537,1,8,86,0,0.849683544303797,0.00158227848101266,0.0126582278481013,0.136075949367089,0.0134310912761662,0.259358476205736,0.498721925395354
"Prnjavor","Šibovska",1917,0,1357,29,97,434,0,0.707876890975483,0.0151278038601982,0.0505998956703182,0.226395409494001,0.0407395600892573,0.444866225891449,0.754748299976438
"Prnjavor","Štrpci",2872,1,2688,29,55,99,0.000348189415041783,0.935933147632312,0.0100974930362117,0.019150417827298,0.0344707520891365,0.0610349590904261,0.122372091309037,0.230914941476427
"Prozor","Gračac",1568,423,0,1131,0,14,0.269770408163265,0,0.721301020408163,0,0.00892857142857143,0.0793522267206478,0.406869045449813,0.792889626183473
"Prozor","Gračanica",1160,919,0,234,0,7,0.792241379310345,0,0.201724137931034,0,0.00603448275862069,0.0587044534412955,0.331624554102259,0.651676355119111
"Prozor","Hudutsko",478,311,1,163,2,1,0.650627615062761,0.00209205020920502,0.341004184100418,0.00418410041841004,0.00209205020920502,0.0241902834008097,0.460373592899284,0.898207057923505
"Prozor","Orašac",1107,111,0,989,0,7,0.100271002710027,0,0.893405600722674,0,0.00632339656729901,0.0560222672064777,0.191732173268737,0.376666745151256
"Prozor","Prozor",7643,3706,40,3733,97,67,0.484888132932095,0.00523354703650399,0.488420777181735,0.0126913515635222,0.00876619128614418,0.386791497975708,0.52606333643006,0.973653811985098
"Prozor","Ripce",2042,237,0,1797,0,8,0.116062683643487,0,0.88001958863859,0,0.0039177277179236,0.10334008097166,0.212079628487368,0.419357497047625
"Prozor","Rumboci",2989,398,0,2574,1,16,0.133154901304784,0,0.861157577785212,0.000334560053529609,0.00535296085647374,0.151265182186235,0.240648632361259,0.473449820743247
"Prozor","Uzdol",1939,563,0,1371,0,5,0.290355853532749,0,0.707065497679216,0,0.00257864878803507,0.0981275303643725,0.415745210881339,0.825137643853998
"Prozor","Šćipe",834,557,4,267,0,6,0.667865707434053,0.00479616306954436,0.320143884892086,0,0.00719424460431655,0.0422064777327935,0.451388529464198,0.871603488390903
"Rogatica","Berkovići",391,152,237,1,0,1,0.388746803069054,0.60613810741688,0.00255754475703325,0,0.00255754475703325,0.0177905177905178,0.481459435770305,0.948377297147568
"Rogatica","Borika",1856,427,1422,0,4,3,0.230064655172414,0.766163793103448,0,0.0021551724137931,0.00161637931034483,0.0844480844480845,0.360056039127527,0.712092822257617
"Rogatica","Gučevo",1583,762,811,1,5,4,0.481364497789008,0.512318382817435,0.000631711939355654,0.00315855969677827,0.00252684775742262,0.072026572026572,0.505801334376742,0.992770092299323
"Rogatica","Kozići",1805,1174,603,0,9,19,0.650415512465374,0.334072022160665,0,0.00498614958448753,0.0105263157894737,0.0821275821275821,0.465219880142111,0.889372072169294
"Rogatica","Kukavice",666,547,103,1,6,9,0.821321321321321,0.154654654654655,0.0015015015015015,0.00900900900900901,0.0135135135135135,0.0303030303030303,0.301247193139085,0.564051593188839
"Rogatica","Mesići",1147,664,474,0,7,2,0.578901482127289,0.413251961639058,0,0.00610287707061901,0.001743679163034,0.0521885521885522,0.494055604666736,0.965458729416101
"Rogatica","Osovo",694,377,317,0,0,0,0.543227665706052,0.456772334293948,0,0,0,0.0315770315770316,0.496262737835212,0.992525475670423
"Rogatica","Rogatica",8963,5681,3018,16,140,108,0.633827959388598,0.336717616869352,0.00178511659042731,0.015619770166239,0.0120495369853844,0.407816907816908,0.484491009184261,0.890776396251383
"Rogatica","Seljani",1191,332,846,0,7,6,0.278757346767422,0.710327455919396,0,0.00587741393786734,0.00503778337531486,0.0541905541905542,0.417669323734333,0.809051528827294
"Rogatica","Stjenice",1242,778,456,0,0,8,0.626409017713366,0.367149758454106,0,0,0.00644122383252818,0.0565110565110565,0.472771308030007,0.927765926626435
"Rogatica","Žepa",2440,2315,104,0,8,13,0.948770491803279,0.0426229508196721,0,0.00327868852459016,0.00532786885245902,0.111020111020111,0.0979787019618382,0.191573058978505
"Rudo","Bijelo Brdo",1213,0,1206,1,2,4,0,0.994229183841715,0.000824402308326463,0.00164880461665293,0.00329760923330585,0.104831043125054,0.0114940575749524,0.0228745408898059
"Rudo","Mioče",2051,634,1361,0,2,54,0.309117503656753,0.663578742077036,0,0.000975134080936129,0.0263286201852755,0.177253478523896,0.46341547486914,0.859323475119483
"Rudo","Mokronozi",611,0,602,0,0,9,0,0.985270049099836,0,0,0.0147299509001637,0.0528044248552416,0.0290259588932849,0.0580519177865699
"Rudo","Mrsovo",666,209,452,0,2,3,0.313813813813814,0.678678678678679,0,0.003003003003003,0.0045045045045045,0.0575576873217527,0.440886832778725,0.862425285442898
"Rudo","Rudo",3091,865,2078,3,71,74,0.279844710449693,0.67227434487221,0.000970559689420899,0.022969912649628,0.0239404723390489,0.267133350617924,0.46863243817091,0.822359820159937
"Rudo","Setihovo",71,0,71,0,0,0,0,1,0,0,0,0.00613602972949615,0,0
"Rudo","Setilovo",346,232,110,1,1,2,0.670520231213873,0.317919075144509,0.00289017341040462,0.00289017341040462,0.00578034682080925,0.0299023420620517,0.449279962578101,0.868491074348019
"Rudo","Staro Rudo",585,396,181,0,5,3,0.676923076923077,0.309401709401709,0,0.00854700854700855,0.00512820512820513,0.0505574280528908,0.445946380305355,0.857004152688571
"Rudo","Strgačina",904,787,110,0,3,4,0.870575221238938,0.121681415929204,0,0.00331858407079646,0.00442477876106195,0.0781263503586553,0.227261825514919,0.444505491816117
"Rudo","Uvac",613,3,598,0,5,7,0.00489396411092985,0.975530179445351,0,0.00815660685154975,0.0114192495921697,0.0529772707631147,0.0481199886100238,0.0940226384352782
"Rudo","Štrpca",1420,4,1381,0,15,20,0.0028169014084507,0.972535211267606,0,0.0105633802816901,0.0140845070422535,0.122720594589923,0.0538573695695298,0.105163099206227
"Sanski Most","Bosanski Milanovac",504,0,501,0,1,2,0,0.994047619047619,0,0.00198412698412698,0.00396825396825397,0.0083572387948331,0.0118496472663139,0.0236053746895583
"Sanski Most","Brdari",539,291,223,12,5,8,0.539888682745826,0.413729128014842,0.0222634508348794,0.00927643784786642,0.0148423005565863,0.00893760260002985,0.536546411447021,0.941012359096225
"Sanski Most","Budimlić Japra",1487,354,866,240,15,12,0.238063214525891,0.582380632145259,0.161398789509079,0.0100874243443174,0.00806993947545393,0.0246571708093588,0.577942255883652,0.827341589593303
"Sanski Most","Dabar",1633,0,1626,2,0,5,0,0.995713410900184,0.00122473974280465,0,0.00306184935701163,0.0270781169681795,0.00854392844459928,0.0170430501609643
"Sanski Most","Demiševci",498,496,0,0,1,1,0.995983935742972,0,0,0.00200803212851406,0.00200803212851406,0.00825774785679938,0.00800793535588151,0.0159676787179689
"Sanski Most","Donji Kamengrad",2677,2104,407,2,19,145,0.785954426596937,0.152035861038476,0.000747104968248039,0.00709749719835637,0.0541651101979828,0.0443895401860481,0.356175944475896,0.618589179535503
"Sanski Most","Dževar",685,364,266,54,0,1,0.531386861313869,0.388321167883212,0.0788321167883212,0,0.00145985401459854,0.0113585487588505,0.560618040385742,0.92114817374355
"Sanski Most","Fajtovci",2413,2076,241,1,2,93,0.86033982594281,0.0998756734355574,0.000414421881475342,0.000828843762950684,0.0385412349772068,0.040011938912564,0.248353948231442,0.455128889291016
"Sanski Most","Gornja Tramošnja",494,1,491,0,1,1,0.00202429149797571,0.993927125506073,0,0.00202429149797571,0.00202429149797571,0.00819142056477689,0.0120965759150289,0.0240464289366478
